Date,Open,High,Low,Close,Adj Close,Volume
2023-04-13,1433.869995,1435.010010,1430.890015,1434.219971,1434.219971,99529900
2023-04-14,1434.839966,1438.280029,1431.810059,1435.130005,1435.130005,72150500
2023-04-17,1434.790039,1436.040039,1429.430054,1434.900024,1434.900024,87631200
2023-04-18,1435.469971,1435.469971,1429.589966,1432.359985,1432.359985,76820400
2023-04-19,1431.569946,1431.569946,1423.050049,1425.069946,1425.069946,97047400
2023-04-20,1428.640015,1428.640015,1418.819946,1422.109985,1422.109985,79987200
2023-04-25,1422.270020,1427.000000,1420.839966,1425.189941,1425.189941,86166500
2023-04-26,1421.969971,1422.479980,1412.750000,1414.250000,1414.250000,108165700
2023-04-27,1416.439941,1418.170044,1413.459961,1418.050049,1418.050049,87781900
2023-04-28,1418.239990,1420.500000,1412.839966,1415.949951,1415.949951,92223200
2023-05-02,1416.209961,1428.319946,1415.920044,1426.109985,1426.109985,95430800
2023-05-03,1423.900024,1425.989990,1415.469971,1425.989990,1425.989990,108563000
2023-05-05,1423.609985,1431.229980,1421.780029,1431.040039,1431.040039,83059100
2023-05-08,1432.300049,1438.329956,1430.859985,1433.739990,1433.739990,79483400
2023-05-09,1431.579956,1432.750000,1428.520020,1432.630005,1432.630005,95374100
2023-05-10,1433.109985,1433.680054,1424.530029,1425.680054,1425.680054,90411500
2023-05-11,1425.579956,1428.780029,1424.819946,1425.180054,1425.180054,122493500
2023-05-12,1426.479980,1429.920044,1422.920044,1422.920044,1422.920044,153286800
2023-05-15,1423.530029,1427.359985,1415.939941,1417.369995,1417.369995,92214400
2023-05-16,1417.920044,1426.119995,1417.920044,1423.500000,1423.500000,93493100
2023-05-17,1422.010010,1427.400024,1421.339966,1424.339966,1424.339966,92504200
2023-05-18,1424.739990,1428.040039,1421.920044,1428.040039,1428.040039,88484500
2023-05-19,1425.449951,1428.540039,1423.650024,1428.540039,1428.540039,91861400
2023-05-22,1423.619995,1425.660034,1416.199951,1419.000000,1419.000000,116266900
2023-05-23,1418.319946,1419.609985,1409.510010,1411.540039,1411.540039,106577700
2023-05-24,1411.359985,1414.660034,1406.270020,1409.619995,1409.619995,122164200
2023-05-25,1408.939941,1411.420044,1402.479980,1402.479980,1402.479980,116408900
2023-05-26,1402.930054,1405.449951,1397.979980,1402.979980,1402.979980,149780100
2023-05-29,1405.469971,1406.530029,1401.930054,1404.930054,1404.930054,130205600
2023-05-30,1406.040039,1406.040039,1396.910034,1396.910034,1396.910034,152265400
2023-05-31,1396.680054,1398.380005,1380.900024,1387.119995,1387.119995,657523800
2023-06-01,1383.300049,1386.410034,1378.579956,1383.010010,1383.010010,139957800
2023-06-02,1385.819946,1385.819946,1376.780029,1381.260010,1381.260010,128952300
2023-06-06,1382.099976,1383.579956,1377.349976,1383.170044,1383.170044,120094000
2023-06-07,1382.000000,1383.550049,1371.739990,1378.650024,1378.650024,118413400
2023-06-08,1375.790039,1376.619995,1369.410034,1374.640015,1374.640015,109443600
2023-06-09,1375.579956,1381.260010,1373.079956,1376.079956,1376.079956,92008800
2023-06-12,1377.609985,1390.550049,1377.609985,1386.770020,1386.770020,100957500
2023-06-13,1387.689941,1387.790039,1378.150024,1380.609985,1380.609985,139291300
2023-06-14,1381.699951,1386.790039,1381.489990,1385.420044,1385.420044,134350100
2023-06-15,1382.959961,1382.959961,1378.829956,1381.729980,1381.729980,109127300
2023-06-16,1382.420044,1388.609985,1373.150024,1388.609985,1388.609985,305649700
2023-06-19,1383.890015,1390.500000,1379.829956,1387.329956,1387.329956,75445100
2023-06-20,1387.239990,1388.750000,1383.859985,1388.329956,1388.329956,96573400
2023-06-21,1385.729980,1395.849976,1383.880005,1393.449951,1393.449951,118222400
2023-06-22,1392.119995,1402.439941,1391.760010,1394.670044,1394.670044,116525600
2023-06-23,1395.699951,1397.540039,1389.699951,1390.890015,1390.890015,89365400
2023-06-26,1391.550049,1394.300049,1388.410034,1389.880005,1389.880005,79124900
2023-06-27,1390.869995,1393.380005,1385.300049,1386.739990,1386.739990,85691700
2023-06-28,1387.670044,1394.560059,1387.670044,1388.369995,1388.369995,71393900
2023-06-30,1388.520020,1391.479980,1370.150024,1376.680054,1376.680054,172513900
2023-07-03,1379.390015,1397.369995,1379.310059,1395.890015,1395.890015,70750600
2023-07-04,1393.560059,1396.329956,1388.849976,1392.489990,1392.489990,63595600
2023-07-05,1392.380005,1395.819946,1389.900024,1389.900024,1389.900024,68297000
2023-07-06,1389.709961,1389.709961,1381.859985,1385.949951,1385.949951,92373100
2023-07-07,1382.199951,1385.739990,1377.670044,1377.670044,1377.670044,85665300
2023-07-10,1377.560059,1386.939941,1377.560059,1383.060059,1383.060059,77577500
2023-07-11,1386.089966,1391.459961,1384.839966,1391.459961,1391.459961,105063900
2023-07-12,1390.270020,1400.050049,1389.939941,1398.060059,1398.060059,81189300
2023-07-13,1401.099976,1401.760010,1396.229980,1396.229980,1396.229980,71844700
2023-07-14,1399.530029,1414.219971,1399.390015,1412.089966,1412.089966,160012400
2023-07-17,1411.770020,1412.089966,1403.119995,1406.099976,1406.099976,92626300
2023-07-18,1407.540039,1407.900024,1399.469971,1403.030029,1403.030029,78504600
2023-07-20,1404.569946,1409.339966,1402.709961,1406.689941,1406.689941,100328400
2023-07-21,1407.479980,1413.520020,1405.640015,1413.520020,1413.520020,86987100
2023-07-24,1412.680054,1424.689941,1412.380005,1424.689941,1424.689941,87448700
2023-07-25,1425.760010,1437.810059,1425.280029,1436.790039,1436.790039,135600500
2023-07-26,1436.699951,1449.290039,1436.699951,1449.290039,1449.290039,133082000
2023-07-27,1447.660034,1456.359985,1446.920044,1451.270020,1451.270020,123234900
2023-07-28,1448.209961,1454.239990,1446.459961,1450.349976,1450.349976,101845900
2023-07-31,1451.069946,1464.699951,1451.069946,1459.430054,1459.430054,164867900
2023-08-01,1458.900024,1462.560059,1449.020020,1451.239990,1451.239990,98171000
2023-08-02,1449.449951,1450.280029,1441.849976,1444.560059,1444.560059,91589600
2023-08-03,1441.369995,1442.780029,1433.040039,1441.849976,1441.849976,89240200
2023-08-04,1442.489990,1447.130005,1442.229980,1445.209961,1445.209961,70523900
2023-08-07,1444.890015,1449.380005,1442.130005,1445.810059,1445.810059,48138700
2023-08-08,1444.209961,1452.469971,1441.630005,1451.000000,1451.000000,87847500
2023-08-09,1450.300049,1462.030029,1446.709961,1462.030029,1462.030029,140193500
2023-08-10,1460.359985,1460.699951,1453.369995,1458.930054,1458.930054,140203100
2023-08-11,1458.469971,1458.969971,1449.670044,1457.160034,1457.160034,116246300
2023-08-14,1457.189941,1457.430054,1452.150024,1457.000000,1457.000000,83404700
2023-08-15,1456.859985,1463.290039,1456.270020,1460.280029,1460.280029,84618900
2023-08-16,1459.030029,1464.270020,1458.369995,1463.510010,1463.510010,120690800
2023-08-17,1460.609985,1460.760010,1447.979980,1447.979980,1447.979980,154807600
2023-08-18,1449.229980,1449.229980,1442.260010,1446.089966,1446.089966,127832700
2023-08-21,1446.689941,1451.680054,1445.099976,1450.569946,1450.569946,121972100
2023-08-22,1450.869995,1456.400024,1449.189941,1451.530029,1451.530029,99704700
2023-08-23,1451.630005,1451.719971,1439.130005,1440.109985,1440.109985,101613400
2023-08-24,1441.520020,1446.750000,1441.520020,1444.670044,1444.670044,87375800
2023-08-25,1444.209961,1444.810059,1438.510010,1444.489990,1444.489990,110374500
2023-08-28,1443.670044,1445.310059,1441.780029,1444.060059,1444.060059,90966700
2023-08-29,1443.469971,1455.800049,1441.520020,1454.439941,1454.439941,124595100
2023-08-30,1456.229980,1462.800049,1451.939941,1451.939941,1451.939941,323180900
2023-09-01,1461.910034,1463.430054,1454.670044,1463.430054,1463.430054,163156900
2023-09-04,1464.069946,1465.930054,1460.839966,1462.719971,1462.719971,95591500
2023-09-05,1462.579956,1462.579956,1452.479980,1454.829956,1454.829956,112482000
2023-09-06,1455.010010,1463.040039,1454.250000,1460.619995,1460.619995,106479500
2023-09-07,1458.969971,1463.300049,1458.270020,1460.069946,1460.069946,81318800
2023-09-08,1459.540039,1460.229980,1454.699951,1454.949951,1454.949951,82555700
2023-09-11,1453.719971,1455.560059,1450.680054,1455.040039,1455.040039,69955700
2023-09-12,1454.290039,1454.319946,1447.959961,1453.390015,1453.390015,98947900
2023-09-13,1447.030029,1453.540039,1444.810059,1453.540039,1453.540039,87516400
2023-09-14,1449.219971,1455.089966,1445.310059,1449.579956,1449.579956,117849500
2023-09-15,1449.089966,1459.030029,1448.750000,1459.030029,1459.030029,318200600
2023-09-18,1456.959961,1458.459961,1452.859985,1457.989990,1457.989990,83396200
2023-09-19,1456.719971,1459.000000,1454.609985,1457.660034,1457.660034,78288600
2023-09-20,1452.630005,1456.770020,1450.369995,1451.560059,1451.560059,103370600
2023-09-21,1452.770020,1453.969971,1446.800049,1448.209961,1448.209961,106609700
2023-09-22,1445.880005,1450.689941,1441.500000,1450.229980,1450.229980,85968500
2023-09-25,1449.829956,1450.319946,1441.170044,1443.449951,1443.449951,85332300
2023-09-26,1442.790039,1447.050049,1441.890015,1445.550049,1445.550049,87996700
2023-09-27,1440.859985,1441.869995,1436.750000,1440.109985,1440.109985,100446200
2023-09-29,1436.390015,1436.969971,1424.170044,1424.170044,1424.170044,170332100
2023-10-02,1424.069946,1428.040039,1418.760010,1418.760010,1418.760010,77411100
2023-10-03,1418.579956,1424.109985,1417.939941,1420.010010,1420.010010,119741100
2023-10-04,1417.910034,1419.660034,1412.699951,1415.839966,1415.839966,146327300
2023-10-05,1413.439941,1420.609985,1412.170044,1415.599976,1415.599976,147628100
2023-10-06,1415.290039,1419.959961,1415.280029,1416.880005,1416.880005,136679500
2023-10-09,1417.060059,1420.709961,1415.800049,1417.260010,1417.260010,85675400
2023-10-10,1419.329956,1435.890015,1419.329956,1435.170044,1435.170044,99011700
2023-10-11,1434.750000,1438.449951,1432.270020,1436.489990,1436.489990,147588000
2023-10-12,1437.959961,1446.060059,1437.959961,1443.819946,1443.819946,108247800
2023-10-13,1443.369995,1444.969971,1440.489990,1444.140015,1444.140015,75517900
2023-10-16,1445.359985,1446.119995,1436.500000,1438.959961,1438.959961,122051500
2023-10-17,1439.040039,1444.130005,1438.949951,1444.130005,1444.130005,105407700
2023-10-18,1443.229980,1446.540039,1441.060059,1446.540039,1446.540039,146818700
2023-10-19,1443.260010,1445.189941,1441.339966,1442.660034,1442.660034,118185700
2023-10-20,1443.349976,1443.750000,1438.359985,1441.040039,1441.040039,113336900
2023-10-23,1441.729980,1443.859985,1435.050049,1438.119995,1438.119995,100413700
2023-10-24,1438.280029,1440.280029,1430.150024,1435.650024,1435.650024,112931800
2023-10-25,1437.969971,1444.530029,1437.819946,1442.510010,1442.510010,80810800
2023-10-26,1443.030029,1445.140015,1438.800049,1440.599976,1440.599976,107249600
2023-10-27,1440.709961,1444.150024,1439.329956,1441.900024,1441.900024,79766900
2023-10-30,1440.040039,1441.800049,1436.979980,1439.199951,1439.199951,66151800
2023-10-31,1438.750000,1443.459961,1437.979980,1442.140015,1442.140015,99312300
2023-11-01,1441.170044,1441.589966,1434.930054,1435.329956,1435.329956,97118400
2023-11-02,1435.939941,1441.349976,1435.859985,1439.770020,1439.770020,87395200
2023-11-03,1446.719971,1453.189941,1444.790039,1449.930054,1449.930054,115015400
2023-11-06,1452.390015,1464.670044,1452.290039,1464.670044,1464.670044,146756600
2023-11-07,1464.050049,1465.550049,1458.660034,1463.369995,1463.369995,115794000
2023-11-08,1461.130005,1462.010010,1454.459961,1457.599976,1457.599976,86519800
2023-11-09,1456.839966,1457.839966,1450.640015,1452.270020,1452.270020,95897900
2023-11-10,1450.560059,1451.219971,1425.010010,1445.180054,1445.180054,67169000
2023-11-14,1444.900024,1453.989990,1444.900024,1451.719971,1451.719971,95686900
2023-11-15,1453.609985,1466.839966,1453.069946,1466.839966,1466.839966,168947800
2023-11-16,1464.780029,1465.160034,1460.459961,1464.680054,1464.680054,105484500
2023-11-17,1461.589966,1462.310059,1458.530029,1460.670044,1460.670044,100760200
2023-11-20,1460.260010,1460.260010,1454.119995,1456.920044,1456.920044,74149400
2023-11-21,1458.130005,1463.400024,1456.160034,1463.400024,1463.400024,138326700
2023-11-22,1460.589966,1460.589966,1454.520020,1455.890015,1455.890015,97164200
2023-11-23,1456.680054,1456.680054,1451.349976,1453.290039,1453.290039,93608000
2023-11-24,1455.780029,1456.050049,1451.079956,1453.920044,1453.920044,136984500
2023-11-27,1453.150024,1455.780029,1448.000000,1448.150024,1448.150024,116835700
2023-11-28,1450.189941,1452.599976,1444.599976,1448.020020,1448.020020,156887400
2023-11-29,1448.630005,1450.420044,1445.609985,1446.069946,1446.069946,128149700
2023-11-30,1444.339966,1452.739990,1440.619995,1452.739990,1452.739990,530926800
2023-12-01,1452.000000,1456.520020,1450.089966,1456.380005,1456.380005,165174800
2023-12-04,1454.969971,1457.020020,1448.170044,1451.020020,1451.020020,106529100
2023-12-05,1451.130005,1451.589966,1444.579956,1449.459961,1449.459961,101068000
2023-12-06,1450.910034,1452.069946,1444.630005,1445.819946,1445.819946,92070800
2023-12-07,1442.890015,1447.660034,1441.020020,1442.849976,1442.849976,103661100
2023-12-08,1443.969971,1446.130005,1441.089966,1441.969971,1441.969971,84182800
2023-12-11,1441.319946,1446.390015,1440.400024,1446.390015,1446.390015,0
